source,target
EliecerMedoro,Aliciadorada
Sandinin,AlejandraPeM
alexisalbertom,IanSchnaida
esaudosejo,PoderCiudadanos
Karenwzf,RodriguezMln
Virgini83563067,manuelsorzano
LuisOrlandoS,guaturia
wihernan,menuuc7
jhonwick911,ghitis
DanniAriasL,alejo0208
Pudranseee,TatianaOrtizs
joracoes,Karogomez_
Julmirand,sweetredbird
HeverHumo,laura__zea
wibetaye,Juansoloescribe
nelsonbobadilla,UP_Colombia
Natyva00,ThaniaVegaCD
cathyus,JavierEnBogota
Coroneltwitt,ClaraLuzRoldan
CarlosABaqA,TataMejiaG
ruiz_senior,Schonen_Blauen
Nicolas_Ardila,Toxicomano
MemoryF6,GamboaSebas
jdparrae,UP_Colombia
gloheca71,GermanEspejo_
stiembre,idalmac46
ronald_blanco,UP_Colombia
Arantxa0811,ClaudiaLopez
VanessaHdzs,MCarolinaHoyosT
serevolutivo1,funurbiano
hegar1951,ThaniaVegaCD
izquierdosaave1,lunadavid
alberto95302143,ghitis
daviddiazcano,ClaraLopezObre
carollimpo,fjaviermejia
ximagaviria,juangotango
bragohe,LeopoldoTweets
luengo_el,MujeresxVenez
JuanUrregoR,Karogomez_
mcql,Karogomez_
Gus5ilva,Karogomez_
wihernan,SalcedoRamos
GinoyFito,HOLLMANMORRIS
Aruizdi,todoalnatural
rolando_2803,MartinSantosR
yeinner2102,ThaniaVegaCD
jriquettb,ClaraLopezObre
EillinAyos,GraceMartelo13
wibetaye,ricardotjm
SegundoChaparro,Wilmerlealp
jugobernal,GustavoBolivar
Vivianjaramill,lirio_gutierrez
dan_kalil,jsebasmusic
danielagbs26,Policyoftruth_
ronald_blanco,danielitamunoz
pazcachero,rojasmejianata
missingu24,ismene2
kpto,bullerenguezxtt
Nicolas_Ardila,sweetredbird
MalulaCon,ghitis
DC4074,luisfelipehenao
cooperativasenr,SaviTeVe
jorgeblnca,garciacpaula
RamiroVargasDia,MartinSantosR
cojeaperollega,AntonioSanguino
marcodelenguaje,BillyHuesos
NilzaCamacho,UP_Colombia
flakoedwar,UP_Colombia
wihernan,JERobledo
jlopezsa25,Esperanza_Arias
SimonMateo,UP_Colombia
CronopioX,Juanita_Duque_R
Virgini83563067,MarceUrreaBal
marcodelenguaje,BillyHuesos
ronald_blanco,DATOWORLD
victori18828980,adrigonzapa
marcodelenguaje,BillyHuesos
EmilianoMD3,ernestomaciast
HeverHumo,omarpreyes
wihernan,esyaesahora
asampayo,Leonidasgomezg
DanielSastoque8,UP_Colombia
ALJEEZW,JadrianaEsparza
RamiroVargasDia,MauricioCard
CronopioX,adrianitaca
pazdecolombiasi,EstebanJArcila
MariaJaimesB,JD_Quinteror
luzelenayali,nichin2701
Santosesfarc,Vicme100
J_Penagos,Karogomez_
pazdecolombiasi,UP_Colombia
aribon86,UP_Colombia
DanielSastoque8,UP_Colombia
ManuJoven,alejaoficial
AndresAngarita4,MargaritaRepo
Virgini83563067,FUMECalc
CronopioX,elrincondkarina
vimaccor,funurbiano
martisabelita,ALEJOMICHELLS
Virgini83563067,luzdelmarweb
nohoraelenaflor,florezspatricia
Vg8Maria,mamanomeleas
CesarJerezM,Juanita_Duque_R
DavidQuintero19,EugenioPrieto
CronopioX,anajsaavedra
SantiagoCorzo1,Jorgebta
_Raphael_Ortiz_,sortoftime
adrisgame,LaDeLasFrutas
antonio2347,UribeMiente
antoniomadaria3,santiagoLUribe
jhonwick911,BogotaVotaNO
Kosmos70,ghitis
Anquizar,EstebanRosillo
llorente_jairo,Karogomez_
dayana_music,GustavoBolivar
druppo666,PlataformaALTO
chalonsin,Jorgebta
Mayra_Poveda,GustavoBolivar
HeverHumo,Laura_rpo
CrPalacio,bullerenguezxtt
nenoriega5,MmRafaela
wihernan,bullerenguezxtt
druppo666,EugenioPrieto
Cristia82315176,CarlosCarrilloA
sandraguti1912,ClaraLopezObre
MagoGranja,Caidadelatorre
Kamilag1,jsebasmusic
optimista2015,tutuarenas
diglop07,jesudte
grojassa,SalcedoRamos
wihernan,bullerenguezxtt
alexander_vquez,SiendoKam
JavierMesaB,HOLLMANMORRIS
Lavoe_Jhonatan,Angiekpena
Julianagilb,_mjulianag
NIETZSCHEANDRES,Karogomez_
BAMBIMATEO,jnn59
diglop07,GabyRiaoG
elymoreno,adrianitaca
ClaraIVargasS,VargasSilvaMV
apaoloyoung,mauriciohenao
Marin_UDiana,Linamarcelagr
ronald_blanco,JERobledo
Di11936975Diaz,idalmac46
alexander_vquez,jsebasmusic
SoyMorena_,juanmanuelgalan
ronald_blanco,jsebasmusic
Pantuflash,OrtegaFede
juanbedoya73,UP_Colombia
LuziaHands,adrianitaca
wihernan,CamiloMarino
marlonjmolina,pverasalazar
ronald_blanco,luisfelipehenao
olgieyepes,MargaritaRepo
elymoreno,elrincondkarina
LuisFe2529,adrianitaca
efemedina,CamiSalamanca
wilsonsep,MargaritaRepo
judymunar,GustavoBolivar
ronald_blanco,AsuntosAP
PrensaMargarita,MargaritaRepo
alexander_vquez,MarianaSarastiM
_Raphael_Ortiz_,maobogo77a
LuzH70,sweetredbird
daniel_10duarte,Caidadelatorre
Sontoncia,olimpo25
GinoyFito,soyjuanctorres
melkismartinez1,FredyAnayaMar
ronald_blanco,Jorgebta
chalonsin,UP_Colombia
dariasarias,altereddie
yadirafernande7,anajsaavedra
luisa_bermdez,luisa_bermdez
gabrielmarcelsr,subcantante
MaritzaPirela3,elrincondkarina
sandy34rivero,UribeMiente
dariasarias,jsebasmusic
riayalar,MartinSantosR
Valeria_RRII,piedadcordoba
ronald_blanco,HOLLMANMORRIS
GEORGENAVARROC,SCarrascalP
Sontoncia,JuanOspinaV
rapj911,Caidadelatorre
peanlomu,DePacotilla
ray03053029,MargaritaRepo
alberto95302143,MargaritaRepo
camilora9,MauricioCard
LaDeLasFrutas,carleche
GEORGENAVARROC,AleAbuchaibe
sucui2006,plan353
fnoseque,pcaarg
andresguillen2_,actuallyCR
DAmboldi,donatobuc
dariasarias,rjvillaparedes
jugobernal,HOLLMANMORRIS
JOTAKAMG,LuisOrlandoS
melkismartinez1,RedPazJoven
987Goretti,idalmac46
GEORGENAVARROC,jsebasmusic
Ndazalopesierra,cnataly23
QuinteroCalle,EugenioPrieto
geopolytica,GermanEspejo_
MargaritaUraba,MargaritaRepo
melkismartinez1,FredyAnayaMar
LopezMelida,jsebasmusic
mcboterooficial,Siudadanos_Paz
podem_cat,piedadcordoba
LuisEdo58747,efrapotter
HeverHumo,MaraMontagut
UP_Colombia,FernandoVeLugo
LuisGMurillo,EugenioPrieto
ronald_blanco,NotiBAdentro
DanielSastoque8,UP_Colombia
LuisFerDBayona,Ansosi
TalyMira,womenslink
geopolytica,GermanEspejo_
PartidoVerdeCoL,Marcel3m
GEORGENAVARROC,Jorgebta
ronald_blanco,Juanita_Duque_R
alexander_vquez,adrianitaca
riayalar,MartinSantosR
iMigue2509,PaulinaLaponte
RosembergCamilo,SalcedoRamos
jennymejia98765,MCarolinaHoyosT
hgestudio1,tutuarenas
diegoleandrovar,JorgeFlorezSi
luisCYC,EstebanJArcila
ronald_blanco,UP_Colombia
elymoreno,anajsaavedra
abogadapaula,mablanco60
AleAbuchaibe,Jorgebta
MargaOccidente,MargaritaRepo
yadirafernande7,elrincondkarina
Mi_lebe,todoalnatural
garrolop,maria_viva89
ronald_blanco,maobogo77a
ContraGodarria,MissAntroppia
CristianRegino,SCarrascalP
fachorodriguez,GermanEspejo_
JulianPito,GustavoBolivar
alexander_vquez,elrincondkarina
ecardenash,BogotaVotaNO
fredyRLOP,The_Tuitero
Monick721,EmirLopez81
orlandaguirre,JorgeFlorezSi
Leona48849549,JoseFdoSanin
pazdecolombiasi,casa_la
galatcito,moi7nieto
emigdioherrero,GermanEspejo_
judymunar,jjocampo_
Karitoll80,diegobautista10
CHICACERETE,KEVINCHICAOSOR
vanelievano,RNMColombia
claudialili76,Caidadelatorre
juanchoabogado9,UP_Colombia
anfelipe001,MargaritaRepo
wihernan,soyjuanctorres
AleAbuchaibe,Laura_rpo
fernandodenitto,donatobuc
JCastillaO,oscaralarconc
tabogo63,UP_Colombia
madelinej_sv,Jorgebta
MtaEsc,natiibedoya
Luigycenteotl,marthaceballo13
ronald_blanco,Dannmao
adrianajohnr,todoalnatural
thenickquiroga,Caidadelatorre
johnnycandanga,piedadcordoba
Robertoa1901,JERobledo
hectorhsl,ColombiaDiversa
kike5134,AleAbuchaibe
karingdf,FernandoVeLugo
WolfangValencia,yuyu_guerrero
AngelaLacmis,PlataformaALTO
Eliseo2014_,MargaritaRepo
ronald_blanco,diegodelav1905
ludtorre,carlosaruizr
Mafe_var,iKingSebas
Mavecg04,JuanMatlantico
judymunar,Ariasvilla
UP_Colombia,ColombiaDiversa
natys31,MarcelitaGL_
wihernan,fjaviermejia
turistica969,kmln777
MartinJalal,CordobaTransit
jfgallonc,EugenioPrieto
hectorhsl,JERobledo
pipebonilla99,AntanasMockus
UP_Colombia,HOLLMANMORRIS
ronald_blanco,RodrigoEstebanD
Sandrin_B,MargaritaRepo
EstfaniaGiral2,francis_petrel
JuanErnestoTG,AramBarra
RiversMercy,The_Tuitero
ronald_blanco,narizam28
jriquettb,Caidadelatorre
mrzea128,JavierEnBogota
xraspux,lesharango
marcocaldon1959,natiibedoya
alexander_vquez,IvanCepedaCast
Ndazalopesierra,jnn59
ronald_blanco,anajsaavedra
46Reader,UP_Colombia
hectorhsl,HOLLMANMORRIS
LaraTerzaghi,GermanEspejo_
JaviJimenezl,_RAFAMONTENEGRO
Mavecg04,MartinSantosR
juanaconstantin,MCarolinaHoyosT
wilsonor1955,TrinoYQue
ronald_blanco,EstaGurrupleta
Cristyrh07,Cristyrh07
GEORGENAVARROC,luisfelipehenao
Heineromero,juanmanuelgalan
tutuarenas,JavierEnBogota
Ndazalopesierra,jsebasmusic
JoseBlas04,soyjuanctorres
almitakuta,Caidadelatorre
MRMagdalenaMed,MargaritaRepo
EsperancitaUrib,UP_Colombia
IsabelGuerra_,Sagoatehortua
juanchoabogado9,XiniaNavarro
DanielSastoque8,FernandoVeLugo
GESANDA,MargaritaRepo
JanyKaterine,mrafael70
alegriafonseca,elcarlosjuan
PolaSalavarriet,GermanEspejo_
Ndazalopesierra,Jorgebta
Julioferis,CHICACERETE
wihernan,PoderCiudadanos
adsa2007,Jorgebta
turistica969,UP_Colombia
UP_Colombia,CamiMHerrera
turistica969,Nicolas_Ardila
efrenacevedoc,EugenioPrieto
andreszamudiofc,AsuntosAP
yoli595959,ColombiaDiversa
MRBajoCauca,MargaritaRepo
SoyMorena_,subcantante
Arofer_m,MargaritaRepo
MRBajoCauca,MargaritaRepo
CamiloMarino,CamiloMarino
yadirafernande7,adrianitaca
jennymejia98765,Ariasvilla
GEORGENAVARROC,Juanita_Duque_R
rapj911,SoyLaIndolente
CarolinaMedina_,GustavoBolivar
Quintero7Andrea,jsebasmusic
MAlejandraUN,FernandoVeLugo
juanchoabogado9,FernandoVeLugo
eco9943a,MargaritaRepo
simn_cordoba,todoalnatural
wihernan,Sica60
r_Montenegro,ojldelvalle
LaQuintero97,Despechadabog
Beatlemania6407,HOLLMANMORRIS
hectorhsl,ismene2
majida727,martalorrantia
ANGELICAMYS,NotiBAdentro
ronald_blanco,DonLuisEduardo
lanena959,GermanEspejo_
cristaker,ClaraLopezObre
PJpatry,JERobledo
nohoraelenaflor,florezspatricia
emperatrizking,AlejaTePaez
PaulaAndrea_S,GustavoBolivar
hectorhsl,MCarolinaHoyosT
LeylaSantosJ,MartinSantosR
thenickquiroga,jsebasmusic
JJalisan,ThaniaVegaCD
Ccajar,COCAAY
wibetaye,amgp77
__DFChaconL,flacouture
lucaspe,Karogomez_
catagallo70,carleche
thenickquiroga,luisfelipehenao
GEORGENAVARROC,UP_Colombia
Torres8Liliana,GiordanoBrunoFi
RiversMercy,Caidadelatorre
Alberto_vera19,GermanEspejo_
hectorhsl,carloscuentero
ivansan,ClaraLopezObre
tbavaresco,ghitis
HelenUribista,JavierEnBogota
hectorhsl,MartinSantosR
GEORGENAVARROC,maobogo77a
AlejoOrtizB,Marcel3m
FT_Col,Karogomez_
unidad_monagas,angelloherre
PrensaRural,UP_Colombia
EDISSONPILOPAIS,GermanEspejo_
liotcas,luishere
Torres8Liliana,UP_Colombia
FT_Col,COCAAY
GEORGENAVARROC,UP_Colombia
GEORGENAVARROC,GustavoBolivar
DRD0909,Caidadelatorre
HRCHF,SCarrascalP
valeriavlow,Karogomez_
MarisolGmezG,Karogomez_
Lady_Lolita,Karogomez_
GEORGENAVARROC,MCarolinaHoyosT
adsa2007,carloscuentero
Dannywan_kenobi,ClaraLopezObre
GEORGENAVARROC,AABenedetti
Estepario72,CamilaCorredor4
ICarolinaDuque,crozo
yaincruz,MargaritaRepo
ClaudioCasadei2,donatobuc
VillamilCano,JuanPabloGallo
thenickquiroga,maobogo77a
DianaCamilaB,ErikaTorregrosa
cafeyep,UP_Colombia
cesar_garcia_nt,HOLLMANMORRIS
caroteo,Brigittelgb
m_ana77,Cubanoselmundo
respetosolidari,luisyepesb
yaincruz,MargaritaRepo
GEORGENAVARROC,JERobledo
jairoriverah,FernandoVeLugo
cineguillermo,luisfelipehenao
viviarce4,HOLLMANMORRIS
colombianotas,jsebasmusic
Lilysilvab,GustavoBolivar
niyecita,angelamrobledo
wihernan,Yudyruizolarte
MRVMatias0404,MRVMatias0404
respetosolidari,MCarolinaHoyosT
thenickquiroga,Camilo_Garzon1
acebedofabiio,Marianiniecheve
Pamelei,Yudyruizolarte
dayhanav20193,Oie_Tu03
turistica969,Conescualo
EnzoGioven,39BorgoPinti
Nicolas_Ardila,COCAAY
wihernan,Dominguezyumbo
pri_comiteco,womenslink
viviarce4,ColombiaDiversa
Juanesquint,COCAAY
PALOMINOSCU,Caidadelatorre
glambitionblog,CLozanoAcosta
LaVozDe15656153,MargaritaRepo
KarDiazG,Karogomez_
JuanCSanabria09,KarolaEnriquez
alex_baq,MissAntroppia
YEZEIMPARABLE,marchapatriota
Gurdgieff,MARTINAMARIS
OscarBetanco,EseTonito
CataToquica,MCarolinaHoyosT
diogenesprimero,ClaraLopezObre
mariacastellin1,JulioCMancera
pazdecolombiasi,ClaraLopezObre
claritarismendi,MCarolinaHoyosT
igobaez,juanmanuelgalan
Jonago05,ccbravo1
Turco_nasif,piedadcordoba
Domicialucida,Cubanoselmundo
A1Estructuras,GustavoBolivar
JulinCentral1,Xlapaz_Colombia
Daniipgg,subcantante
AlexiscardonaGF,OscarASaavedra
zety81,Pura_Miel
OctavioLopezSie,The_Tuitero
MaritzaLeonn,mauriciohenao
1QueCuenta,MargaritaRepo
Maria20ale,GustavoBolivar
BELIEBERJDBMJB,ismene2
dA_vO,GustavoBolivar
diebera,LuchyRamirez01
AmaliaVsquez3,ONIC_Colombia
nabetsepinto,Cubanoselmundo
AndresRNiebles,P_A_R_G_A
HelenUribista,ernestomaciast
EDWARDBERNAL8,subcantante
thenickquiroga,somosjovenespro
juanmejia_mzt,MartinSantosR
jhonalex577,OscarASaavedra
LuisFe2529,AliciaGT_
jcontrerasa,MargaritaRepo
silviaccal,Ariasvilla
mangelortizsan,ONIC_Colombia
CataToquica,Karogomez_
GraceDama,Antonio78g
UGT_INT,SocialcumbreS
EmbacubaP,FernandoVeLugo
victori18828980,MCarolinaHoyosT
dA_vO,BastianSt
noGeralnojoda,piedadcordoba
A1Estructuras,jsebasmusic
wihernan,PeaceForCOL
leidertoro,ONIC_Colombia
AriadnaHurtadoA,ClaraLopezObre
aymararivas,natiibedoya
RADILO34,MCarolinaHoyosT
hernanonatra,MartinSantosR
NuevoVoltaire,vilacero2323
MantillaQ,COCAAY
Fergicienta,Fergicienta
AC_Blancoblanco,UP_Colombia
acastavi,Yudyruizolarte
MPenalyForense,iMacDIc
nomascorruptosc,The_Tuitero
haromero7,PlataformaALTO
ximagaviria,adrigonzapa
A1Estructuras,luisfelipehenao
MPenalyForense,mujertejedora
JanyKaterine,fzciudadana
LuciaAskatu,ensanro
pazdecolombiasi,JuanKarloslos
Pinzonhr,HOLLMANMORRIS
Luigycenteotl,HOLLMANMORRIS
CritikCotidiana,GermanEspejo_
Klich001,GermanEspejo_
thenickquiroga,jepetru
pazdecolombiasi,KathyLambis
rodolfolaguna,EugenioPrieto
JanyKaterine,fzciudadana
JanyKaterine,fzciudadana
olguitapuerta,StefaVasquez
edgardust,Laura_rpo
jhonnra,nrodriguezb
RADILO34,Karogomez_
aleortizayala,jotacerrerre
AlejoCons,MartinSantosR
BenetBeca,ierrejon
SalcedoDanielaB,HOLLMANMORRIS
maviesga12,MargaritaRepo
JanyKaterine,fzciudadana
SaskiaChapellin,GermanEspejo_
MiDivan,ClaraLopezObre
camaradaoswaldo,AliciaGT_
damatoalfonso,MargaritaRepo
arosenzvaig,Sintrabancol_
LauraRopain,Caidadelatorre
carorv19,todoalnatural
guressito,_JorgeMunoz
CARLAORTIZESCAM,Karogomez_
thegreko,Caidadelatorre
Santi_Espejo,Toxicomano
achispas17,ThaniaVegaCD
carorv19,AntanasMockus
Toitico,Cubanoselmundo
ginnaquintero02,GamboaSebas
NeikelQuintero,fjaviermejia
Lina_avendano,JuanDiegoSoyYo
AraguaPotencia1,Dannmao
santobias19,JavierEnBogota
grosso_ruiz,jmcaro
Graciasxelfuego,MirianPerez23
JuanUbarnes,CordobaTransit
MagiKKatze94,ColombiaDiversa
Schonen_Blauen,luisfer27878806
olguitapuerta,fabicuervela
espitiamarti1,MargaritaRepo
AnitaTr14,piedadcordoba
undresscortes,UP_Colombia
PaulaaKatherine,1DirectionCo
angela_verge,SalcedoRamos
Martina30810,carleche
eduardo_469,juanposada75
Catmausan,ThaniaVegaCD
kw31u2vlFWvWXq5,ThaniaVegaCD
AsinomasDigo,Yudyruizolarte
arosenzvaig,Sintrabancol_
MOTTAPia,juanmanuelgalan
busuescun,ARH3011
0707CC_MENDOZA,plan353
LuisFerDBayona,Karogomez_
fernapaba,ClaraLopezObre
SalomnM,plan353
crimahd,GermanEspejo_
_IsLove18,CamiMHerrera
xo_evelynnnnn,mauriciohenao
FarleyGuarin,_JorgeMunoz
jfgartner007,Caidadelatorre
Jairo_Zambrano_,SenorCaicedo
vlacho09,EugenioPrieto
_Le_Bonheur,Caidadelatorre
puentesparapaz,pazcompleta
roseliacas,AliciaGT_
f_rasse,Sintrabancol_
The_Tuitero,altriumfly
edgardust,EugenioPrieto
eme969,MargaritaRepo
KarineMaranhao,GermanEspejo_
angiejamesru,MartinSantosR
GutierrezAnaMa,Karogomez_
rogumomo,MargaritaRepo
JER2019,SalcedoRamos
YarenCastro,subcantante
Lernparce,OscarASaavedra
0613danilo,borjahcarlos
alex_baq,ClaraLopezObre
Anacarotoro,dariasarias
FarleyGuarin,guillerminamira
mangelortizsan,luisfebarrera
marianellans,JavierEnBogota
YarenCastro,jsebasmusic
rosamaria287,Pipe_Granada
balzac_ho,DePacotilla
yerssonfabian,DoctorKrapula
Au_tumne,Tapiassergio
DemokriticasTv,pierrealee
Leona48849549,DePacotilla
jsolucionyexito,GermanEspejo_
jperiodista,AntanasMockus
1pantonio,PlataformaALTO
ktina_mejia,saguzchiquis
19urkunina86,hablalaJ
macdonal5,MartinSantosR
ximegomezt,subcantante
danielalizcano4,subcantante
Mercabastovall1,GustavoBolivar
Juanitalvarezs,MargaritaRepo
_IsLove18,HOLLMANMORRIS
TalitaAmarila,Caidadelatorre
anaidlegna,UP_Colombia
unadvaqueros,BastianSt
linatmarin,Caidadelatorre
MarioForeroGonz,Maugor
loremarroquin24,Martham88429260
JoseRLarrarteG,KEVINCHICAOSOR
merv59,MartinSantosR
flauberhmendoza,Mao_DuarteNY
SandraGeney,JuanOspinaV
Pastorospina,MargaritaRepo
MarisolCortazar,MargaritaRepo
LaMacajarta,Fergicienta
igobaez,juanmanuelgalan
pazdecolombiasi,UP_Colombia
IAMHAL_9000,UP_Colombia
fridanaro,Leojose30
ktina_mejia,GermanEspejo_
geniuslawyer,piedadcordoba
dariasarias,FernandoVeLugo
GloriaHinestroz,MargaritaRepo
diegoariasa,MargaritaRepo
camilarevaloG,GustavoBolivar
Andreita_diazc,Karogomez_
PinoCalad,Esperanza_Arias
fgamizr,tomkucharz
macdonal5,jnn59
fridanaro,LuchoJacobsen
mirtamachadoa,IvanCepedaCast
yosmasantander,marianaParra15
camaradaoswaldo,JavierUribe11
jluisg800,LuchyRamirez01
luisa_bermdez,AngelitaRoblesS
macdonal5,jnn59
MelukLeCuenta,Esperanza_Arias
mdceron,HaroldGuerreroL
CrismairaSimosa,AlejaTePaez
ConversDiana,elcarlosjuan
GilDaniels,MartinSantosR
DURANENCE,natiibedoya
DannyDaniel82,MartinSantosR
macdonal5,cesarfloreza
serphithor,MartinSantosR
SPCHUDT,DavidKawooq
StephanieAmmor,jsebasmusic
camaradaoswaldo,Rafaeyo
JoseCastroPere2,kikeriveira
AltMente,ColombiaDiversa
Qamoandres,DavidKawooq
indignada2016,CalamardodelSur
maogonzalez76,Vicme100
dariasarias,CLozanoAcosta
oscarrolando1,Andreita_diazc
NewenPachamama,edinsonmendezg
Lernparce,jsebasmusic
dariasarias,Marioujueta
macdonal5,efrapotter
abarbosal,sweetredbird
roseliacas,Rafaeyo
yoli595959,FernandoVeLugo
juanbedoya73,ClaraLopezObre
IsabMayorga,GustavoBolivar
dariasarias,PaulaMeedina13
MelukLeCuenta,juliandezubiria
gdavendanor,FernandoVeLugo
AlejoDZ76MFC,ClaraLopezObre
manuelcristoba4,MartinSantosR
mildredjpa,piedadcordoba
Yguanodonte,piedadcordoba
olguitapuerta,777Santino
fernandaperez3,GustavoBolivar
dariasarias,RosaPortelaC
DanielRCortes,COCAAY
manuelm09444509,AsunPodemos
javi_quique_OK,ierrejon
RoseroHelen,AntanasMockus
laurarubioleon,ClaraLopezObre
NewenPachamama,jhonacosta27
5H_OfGomez,valeHarmonyCOL
Luigycenteotl,HOLLMANMORRIS
merv59,DigitalJumper
dariasarias,OscarASaavedra
LIGARVARGAS,EdgarGPaz
dariasarias,SneiderPastor29
ricardoestaciog,JERobledo
paolapenarandab,juanmanuelgalan
carlospallaresf,Soycentral4
ErnestoNietoC,piedadcordoba
JairMontenegroP,todoalnatural
dap9810,OscarASaavedra
maximrudin,18de_cada10
crist_puxeiros,tone_corunha
AsembleaGanaMos,tone_corunha
MareasEnComun,tone_corunha
anticapi_GZ,tone_corunha
PodemosMos,tone_corunha
Luigycenteotl,MantillaQ
manoloker0,IUMadridRetiro
wilsonlm69,lavaldeguama
StefanyCondeR,MartinSantosR
cucharitahueso,CLozanoAcosta
Leona48849549,Brandt_Jimmy_
25Lbs,todoalnatural
NeyslaNahir,piedadcordoba
Sara_OneBand,P_A_R_G_A
dap9810,PipeR1224
manoloker0,ensanro
Juansoloescribe,Juansoloescribe
Luigycenteotl,NotiBAdentro
jvenereo6,JavierEnBogota
ftorreslopez,MargaritaRepo
DivergenciaUExt,yocasinotuiteo
esperanzamen15,ALEXVILLARZ
hernahinojosa,ALEXVILLARZ
fabiolitacrazy,ALEXVILLARZ
HozVictoria,ALEXVILLARZ
GarridoLiseth,ALEXVILLARZ
geraquillera,ALEXVILLARZ
geralf6,ALEXVILLARZ
HeidycaraballoG,ALEXVILLARZ
helenmezare,ALEXVILLARZ
PoderCiudadanos,jnn59
pazdecolombiasi,IngJuanOquendo
selvarhuqui,DigitalJumper
olguitapuerta,StefaVasquez
bonaorroti,plataskar
DaniSie,elpezquefuma
Martina7M3,UP_Colombia
paoperiodista,JERobledo
MujeresenbiciP,elcarlosjuan
MauricioG_B,JuanDiegoSoyYo
SoploDeCreacion,Toxicomano
antoniolopez555,FernandoVeLugo
pazdecolombiasi,AmigosDelSi
conejopepito16,SalcedoRamos
CardonaMargara,MargaritaRepo
aleinadbr,UP_Colombia
fabres98,Rozozam
andresguillen2_,MartinSantosR
CarenasOrtiz,Karogomez_
Luigycenteotl,piedadcordoba
JoseEHinestroza,UP_Colombia
Luigycenteotl,marchapatriota
cc9d4e5f3cf34f8,idalmac46
VargasMarybel,ThaniaVegaCD
manuelcristoba4,moi7nieto
Domicialucida,GermanEspejo_
eltonyomalo,Marion1871
saravi95,JERobledo
cc9d4e5f3cf34f8,ernestomaciast
PsuUsme,RedEdPopularCla
GilDaniels,AnzolaDeToro
PenagosIngrid,ClaraLopezObre
Leona48849549,jealvarezb343
pazdecolombiasi,adrianitaca
JoseEHinestroza,CLozanoAcosta
martinez_jurado,ierrejon
MauropinoyY,gabrielboric
JessAntonioMar1,MOinternationa
Lilysilvab,Samiretka
fabianpazmino,Aliciadorada
1QueCuenta,HvillamizarV
Shaktive,Dannmao
Luigycenteotl,jerojasrodrigue
Criprias,todoalnatural
NatRockabilly,MeDicenLilu
macdonal5,bullerenguezxtt
pitagorasin,plan353
cubalibre2009,Orlaf4
MarthadeTafur,camiloromero
andresguillen2_,actuallyCR
thenickquiroga,garciacpaula
macdonal5,bullerenguezxtt
JulianFGomezG,GustavoBolivar
macdonal5,bullerenguezxtt
manoloker0,IUEzker
PenagosIngrid,XiniaNavarro
LeidyDaniela_,ClaraLopezObre
manuelcristoba4,moi7nieto
niribar,RJaureguiA
VargasMarybel,ThaniaVegaCD
alexmalapaga,ernestomaciast
thenickquiroga,CarlosCarrilloA
thenickquiroga,JuanOspinaV
mapihg,jenvalentinog
jvalenci777,18de_cada10
Monyrica,GustavoBolivar
javierzuriaga,ierrejon
mariahaddadg,MargaritaRepo
MsRizos,todoalnatural
pazdecolombiasi,Yudyruizolarte
pitagorasin,BogotaVotaNO
marbela0322,bettycriticona
InesAnguloPined,AntanasMockus
thenickquiroga,borjahcarlos
supertormenta,RadioNeXX
dadres67,ThaniaVegaCD
GilDaniels,luisfelipehenao
kaliche_MFC,The_Tuitero
CMVS20,LuchoJacobsen
Diego19052011,ghitis
NaomiSLT,JanethLenis28
olguitapuerta,DyMarketing
JuanHoughton,elcarlosjuan
RobinHood0240,UP_Colombia
jcarlos12376,piedadcordoba
juanra31a,todoalnatural
oscargquintero7,Paticordoba
dwty1,federicogomezla
Carolamurcia,angelamrobledo
alexmalapaga,ForerohElvira
David___Ramirez,La_Valencia_
A1Estructuras,PlataformaALTO
Ingluisac,EseTonito
HANAS2088,P_A_R_G_A
RubielaMejia2,eydep04
roseliacas,ElPayanes
marcocaldon1959,MOinternationa
BotasMfc,Karogomez_
UparelaOrfelina,erikacausil13
NatRockabilly,Toxicomano
jguillermovh,GermanEspejo_
ximegogo,SalcedoRamos
mariognr11,JERobledo
pilarpachecoRa1,lopezjosedaniel
Rochelle99r,Karogomez_
fernando_rativa,The_Tuitero
agudeloandres91,Caidadelatorre
mariognr11,GustavoBolivar
c_aldemar,AlejandroFonte
ELIASBEAUCHAMP,PachoSantosC
ANESTESICJHONNS,juanmanuelgalan
__DFChaconL,rjvillaparedes
uribepili,RedPazJoven
Monyrica,HOLLMANMORRIS
macdonal5,soyjuanctorres
b1f782497f6b478,Karogomez_
__DFChaconL,EdwinSantanaa
SaskiaChapellin,GermanEspejo_
stubbornlucas,DoctorKrapula
sthefyperez01,LaPrensaWeb
HernanChelo,MargaritaRepo
Monyrica,HOLLMANMORRIS
pcchaparro,ClaudiaLopez
Ariasvilla,soyjuanctorres
stubbornlucas,subcantante
victori18828980,luisfelipehenao
jpulidoscott,fzciudadana
tutuarenas,PAPINIANOXXI
alexandra22940,IvanCepedaCast
bott_adriana,juanmanuelgalan
jesielito,ChepitoMutante
claudiademonto,charoguerra
Mayra_Artel,Mauro_GonzalezI
LauraaIglesias,mafealbore
jenriquels,dwty1
Carolamurcia,JuanDiegoSoyYo
tiaca39,ChepitoMutante
AlirioAlbertgut,juliandezubiria
anfeliace,_carlosduque
villalba52,_JorgeMunoz
danajimenezp,SCarrascalP
